,0
247,NEU
248,NEU
249,NEG
250,NEG
251,NEG
252,POS
253,NEU
254,NEU
255,NEU
256,NEU
257,NEG
258,POS
259,NEG
260,POS
261,NEG
262,NEU
263,NEG
264,POS
265,NEG
266,NEG
267,NEU
268,NEG
269,NEU
270,POS
271,POS
272,NEG
273,NEU
274,POS
275,NEU
276,NEG
277,NEU
278,NEU
279,NEG
280,NEU
281,POS
282,NEU
283,NEU
284,NEU
285,POS
286,POS
287,NEU
288,POS
289,NEU
290,NEU
291,NEU
292,NEU
293,POS
294,NEU
295,NEG
296,NEG
297,NEU
298,NEG
299,NEU
300,NEG
301,NEU
302,NEU
303,POS
304,NEU
305,NEU
306,NEG
307,NEG
308,POS
309,NEG
310,NEU
311,NEU
312,POS
313,NEG
314,POS
315,NEU
316,NEU
317,NEU
318,NEG
319,POS
320,NEU
321,NEU
322,NEG
323,NEG
324,NEG
325,NEU
326,NEU
327,NEG
328,NEG
329,NEG
330,NEG
331,NEG
332,NEU
333,NEU
334,NEG
335,NEG
336,NEU
337,NEG
338,NEG
339,NEU
340,NEG
341,POS
342,NEG
343,POS
344,POS
345,NEG
346,NEG
347,NEU
348,NEG
349,NEU
350,NEG
351,NEU
352,NEG
353,NEU
354,NEG
355,NEU
356,NEG
357,NEU
358,NEG
359,NEG
360,NEG
361,NEG
362,NEG
363,POS
364,POS
365,NEG
366,NEG
367,POS
368,NEG
369,NEG
370,NEU
371,NEG
372,NEG
373,NEU
374,NEG
375,NEU
376,NEU
377,NEG
378,NEG
379,NEG
380,NEG
381,NEU
382,POS
383,NEG
384,NEG
385,POS
386,POS
387,POS
388,NEG
389,POS
390,POS
391,NEU
392,NEG
393,NEG
394,NEU
395,NEU
396,POS
397,POS
398,NEG
399,NEU
400,NEU
401,NEU
402,POS
403,POS
404,NEU
405,NEU
406,NEG
407,POS
408,NEU
409,NEU
410,NEG
411,NEG
412,POS
413,POS
414,NEG
415,POS
416,POS
417,POS
418,NEU
419,NEU
420,NEG
421,POS
422,NEG
423,NEU
424,NEG
425,NEG
426,NEG
427,NEU
428,NEU
429,NEG
430,NEU
431,NEU
432,NEU
433,POS
434,NEU
435,POS
436,POS
437,POS
438,NEU
439,NEG
440,NEU
441,NEG
442,NEU
443,POS
444,NEG
445,POS
446,NEU
447,NEU
448,NEG
449,NEG
450,NEG
451,NEU
452,NEU
453,NEG
454,POS
455,NEU
456,NEU
457,NEG
458,POS
459,NEG
460,NEG
461,NEG
462,NEG
463,NEU
464,NEG
465,NEG
466,NEU
467,NEG
468,NEG
469,NEU
470,NEG
471,NEG
472,NEU
473,POS
474,NEG
475,POS
476,NEU
477,NEG
478,NEG
479,NEG
480,NEU
481,POS
482,NEG
483,POS
484,NEG
485,NEG
486,POS
487,POS
488,NEU
489,NEU
490,POS
491,NEG
492,NEU
493,NEU
494,NEG
495,NEU
496,NEG
497,NEU
498,POS
499,NEG
500,NEG
501,NEG
502,NEG
503,NEG
504,NEG
505,NEG
506,NEG
507,NEU
508,NEU
509,NEG
510,POS
511,NEU
512,NEU
513,NEG
514,NEG
515,NEG
516,NEU
517,NEG
518,NEG
519,NEG
520,POS
521,NEG
522,NEU
523,NEG
524,NEG
525,POS
526,NEU
527,POS
528,NEG
529,NEG
530,POS
531,NEU
532,POS
533,NEU
534,POS
535,POS
536,NEU
537,POS
538,NEG
539,POS
540,NEU
541,POS
542,NEG
543,NEG
544,POS
545,NEG
546,POS
547,NEU
548,NEU
549,POS
550,POS
551,NEG
552,NEG
553,NEG
554,NEU
555,NEU
556,NEU
557,NEU
558,NEG
559,NEU
560,NEU
561,NEG
562,NEU
563,NEU
564,NEG
565,NEG
566,POS
567,NEU
568,NEU
569,NEU
570,NEU
571,NEU
572,NEU
573,POS
574,NEU
575,NEU
576,NEU
577,NEU
578,NEU
579,POS
580,NEU
581,NEG
582,NEU
583,POS
584,NEG
585,NEG
586,POS
587,POS
588,NEG
589,POS
590,NEU
591,NEG
592,NEU
593,NEG
594,NEU
595,NEU
596,NEU
597,POS
598,NEU
599,POS
600,NEU
601,NEU
602,POS
603,NEU
604,POS
605,NEG
606,NEU
607,NEG
608,NEG
609,NEG
610,NEU
611,NEG
612,POS
613,POS
614,POS
615,NEG
616,NEU
617,POS
618,NEG
619,NEU
620,POS
621,NEG
622,NEU
623,NEU
624,POS
625,NEU
626,NEG
627,NEG
628,NEG
629,NEU
630,NEU
631,NEG
632,POS
633,NEU
634,NEU
635,POS
636,NEU
637,NEG
638,NEU
639,NEG
640,NEU
641,POS
642,NEG
643,NEU
644,NEU
645,NEG
646,NEG
647,NEU
648,NEU
649,NEU
650,NEG
651,NEU
652,NEU
653,NEU
654,NEG
655,NEU
656,NEG
657,NEU
658,NEG
659,NEG
660,NEG
661,NEG
662,NEG
663,NEG
664,NEG
665,NEG
666,NEU
667,NEU
668,NEG
669,NEU
670,NEG
671,NEU
672,NEG
673,NEU
674,NEU
675,NEG
676,NEG
677,NEU
678,NEG
679,NEG
680,NEG
681,NEG
682,NEG
683,NEU
684,NEU
685,NEG
686,NEG
687,NEG
688,NEU
689,NEG
690,NEU
691,NEG
692,NEU
693,NEU
694,NEG
695,NEU
696,NEU
697,NEG
698,NEU
699,NEU
700,NEU
701,NEG
702,NEG
703,NEG
704,NEG
705,NEG
706,NEG
707,NEG
708,NEG
709,NEU
710,NEG
711,NEU
712,NEU
713,NEU
714,NEG
715,NEU
716,NEG
717,NEG
718,NEG
719,NEG
720,NEU
721,NEG
722,NEU
723,NEG
724,NEG
725,NEG
726,NEU
727,NEU
728,NEU
729,NEG
730,NEG
731,NEG
732,NEG
733,NEG
734,NEG
735,NEG
736,NEG
737,NEG
738,NEG
739,NEU
740,NEU
741,NEG
742,NEG
743,NEG
744,NEG
745,NEU
746,NEG
747,NEU
748,NEU
749,NEG
750,NEG
751,NEG
752,NEG
753,NEU
754,NEU
755,NEU
756,NEG
757,NEG
758,NEG
759,NEG
760,NEG
761,NEG
762,NEU
763,NEG
764,NEG
765,NEG
766,NEU
767,NEU
768,NEG
769,NEG
770,NEG
771,NEG
772,NEG
773,NEG
774,NEU
775,NEU
776,NEG
777,NEG
778,NEG
779,NEG
780,NEU
781,NEU
782,NEU
783,NEG
784,NEG
785,NEG
786,NEU
787,NEG
788,NEG
789,NEG
790,NEG
791,NEG
792,NEG
793,NEU
794,NEU
795,NEG
796,NEG
797,NEG
798,NEG
799,NEU
800,NEU
801,NEU
802,NEU
803,NEG
804,NEG
805,NEU
806,NEG
807,NEU
808,NEU
809,NEG
810,NEG
811,NEG
812,NEG
813,NEU
814,NEU
815,NEU
816,NEG
817,NEG
818,NEG
819,NEG
820,NEG
821,NEG
822,NEU
823,NEG
824,NEG
825,NEG
826,NEU
827,NEU
828,NEG
829,NEG
830,NEG
831,NEG
832,NEG
833,NEG
834,NEU
835,NEU
836,NEG
837,NEG
838,NEG
839,NEG
840,NEU
841,NEU
842,NEU
843,NEG
844,NEG
845,NEG
846,NEU
847,NEG
848,NEG
849,NEG
850,NEG
851,NEG
852,NEG
853,NEU
854,NEU
855,NEG
856,NEG
857,NEG
858,NEG
859,NEU
860,NEU
861,NEU
862,NEU
863,NEG
864,NEG
865,NEU
866,NEG
867,NEU
868,NEU
869,NEG
870,NEG
871,NEG
872,NEG
873,NEU
874,NEU
875,NEU
876,NEG
877,NEG
878,NEG
879,NEG
880,NEG
881,NEG
882,NEU
883,NEG
884,NEG
885,NEG
886,NEU
887,NEU
888,NEG
889,NEG
890,NEG
891,NEG
892,NEG
893,NEG
894,NEU
895,NEU
896,NEG
897,NEG
898,NEG
899,NEG
900,NEU
901,NEU
902,NEU
903,NEG
904,NEG
905,NEG
906,NEU
907,NEG
908,NEU
909,NEU
910,NEG
911,NEG
912,NEG
913,NEG
914,NEU
915,NEU
916,NEU
917,NEG
918,NEG
919,NEG
920,NEG
921,NEG
922,NEG
923,NEU
924,NEG
925,NEG
926,NEG
927,NEU
928,NEU
929,NEG
930,NEG
931,NEG
932,NEG
933,NEG
934,NEG
935,NEU
936,NEU
937,NEG
938,NEG
939,NEG
940,NEG
941,NEU
942,NEU
943,NEU
944,NEG
945,NEG
946,NEG
947,NEU
948,NEG
949,NEU
950,NEU
951,NEG
952,NEG
953,NEG
954,NEG
955,NEU
956,NEU
957,NEU
958,NEG
959,NEG
960,NEG
961,NEG
962,NEG
963,NEG
964,NEU
965,NEG
966,NEG
967,NEG
968,NEU
969,NEU
970,NEG
971,NEG
972,NEG
973,NEG
974,NEG
975,NEG
976,NEU
977,NEU
978,NEG
979,NEG
980,NEG
981,NEG
982,NEU
983,NEU
984,NEU
985,NEG
986,NEG
987,NEG
988,NEU
989,NEG
990,NEU
991,NEU
992,NEG
993,NEG
994,NEG
995,NEG
996,NEU
997,NEU
998,NEU
999,NEG
1000,NEG
1001,NEG
1002,NEG
1003,NEG
1004,NEG
1005,NEU
1006,NEG
1007,NEG
1008,NEG
1009,NEU
1010,NEU
1011,NEG
1012,NEG
1013,NEG
1014,NEG
1015,NEG
1016,NEG
1017,NEU
1018,NEU
1019,NEG
1020,NEG
1021,NEG
1022,NEG
1023,NEU
1024,NEU
1025,NEU
1026,NEG
1027,NEG
1028,NEG
1029,NEU
1030,NEG
1031,NEU
1032,NEU
1033,NEG
1034,NEG
1035,NEG
1036,NEG
1037,NEU
1038,NEU
1039,NEU
1040,NEG
1041,NEG
1042,NEG
1043,NEG
1044,NEG
1045,NEG
1046,NEU
1047,NEG
1048,NEG
1049,NEG
1050,NEU
1051,NEU
1052,NEG
1053,NEG
1054,NEG
1055,NEG
1056,NEG
1057,NEG
1058,NEU
1059,NEU
1060,NEG
1061,NEG
1062,NEG
1063,NEG
1064,NEU
1065,NEU
1066,NEU
1067,NEG
1068,NEG
1069,NEG
1070,NEU
1071,NEG
1072,NEU
1073,NEU
1074,NEG
1075,NEG
1076,NEG
1077,NEG
1078,NEU
1079,NEU
1080,NEU
1081,NEG
1082,NEG
1083,NEG
1084,NEG
1085,NEG
1086,NEG
1087,NEU
1088,NEG
1089,NEG
1090,NEG
1091,NEU
1092,NEU
1093,NEG
1094,NEG
1095,NEG
1096,NEG
1097,NEG
1098,NEG
1099,NEU
1100,NEU
1101,NEG
1102,NEG
1103,NEG
1104,NEG
1105,NEU
1106,NEU
1107,NEU
1108,NEG
1109,NEG
1110,NEG
1111,NEU
1112,NEG
1113,NEU
1114,NEU
1115,NEG
1116,NEG
1117,NEG
1118,NEG
1119,NEU
1120,NEU
1121,NEU
1122,NEG
1123,NEG
1124,NEG
1125,NEG
1126,NEG
1127,NEG
1128,NEU
1129,NEG
1130,NEG
1131,NEG
1132,NEU
1133,NEU
1134,NEG
1135,NEG
1136,NEG
1137,NEG
1138,NEG
1139,NEG
1140,NEU
1141,NEU
1142,NEG
1143,NEG
1144,NEG
1145,NEG
1146,NEU
1147,NEU
1148,NEU
1149,NEG
1150,NEG
1151,NEG
1152,NEU
1153,NEG
1154,NEU
1155,NEU
1156,NEG
1157,NEG
1158,NEG
1159,NEG
1160,NEU
1161,NEU
1162,NEU
1163,NEG
1164,NEG
1165,NEG
1166,NEG
1167,NEG
1168,NEG
1169,NEU
1170,NEG
1171,NEG
1172,NEG
1173,NEU
1174,NEU
1175,NEG
1176,NEG
1177,NEG
1178,NEG
1179,NEG
1180,NEG
1181,NEU
1182,NEU
1183,NEG
1184,NEG
1185,NEG
1186,NEG
1187,NEU
1188,NEU
1189,NEU
1190,NEG
1191,NEG
1192,NEG
1193,NEU
1194,NEG
1195,NEU
1196,NEU
1197,NEG
1198,NEG
1199,NEG
1200,NEG
1201,NEU
1202,NEU
1203,NEU
1204,NEG
1205,NEG
1206,NEG
1207,NEG
1208,NEG
1209,NEG
1210,NEU
1211,NEG
1212,NEG
1213,NEG
1214,NEU
1215,NEU
1216,NEG
1217,NEG
1218,NEG
1219,NEG
1220,NEG
1221,NEG
1222,NEU
1223,NEU
1224,NEG
1225,NEG
1226,NEG
1227,NEG
1228,NEU
1229,NEU
1230,NEU
1231,NEG
1232,NEG
1233,NEG
1234,NEU
1235,NEG
1236,NEU
1237,NEU
1238,NEG
1239,NEG
1240,NEG
1241,NEG
1242,NEU
1243,NEU
1244,NEU
1245,NEG
1246,NEG
1247,NEG
1248,NEG
1249,NEG
1250,NEG
1251,NEU
1252,NEG
1253,NEG
1254,NEG
1255,NEU
1256,NEU
1257,NEG
1258,NEG
1259,NEG
1260,NEG
1261,NEG
1262,NEG
1263,NEU
1264,NEU
1265,NEG
1266,NEG
1267,NEG
1268,NEG
1269,NEU
1270,NEU
1271,NEU
1272,NEG
1273,NEG
1274,NEG
1275,NEU
1276,NEG
1277,NEU
1278,NEU
1279,NEG
1280,NEG
1281,NEG
1282,NEG
1283,NEU
1284,NEU
1285,NEU
1286,NEG
1287,NEG
1288,NEG
1289,NEG
1290,NEG
1291,NEG
1292,NEU
1293,NEG
1294,NEG
1295,NEG
1296,NEU
1297,NEU
1298,NEG
1299,NEG
1300,NEG
1301,NEG
1302,NEG
1303,NEG
1304,NEU
1305,NEU
1306,NEG
1307,NEG
1308,NEG
1309,NEG
1310,NEU
1311,NEU
1312,NEU
1313,NEG
1314,NEG
1315,NEG
1316,NEU
1317,NEG
1318,NEU
1319,NEU
1320,NEG
1321,NEG
1322,NEG
1323,NEG
1324,NEU
1325,NEU
1326,NEU
1327,NEG
1328,NEG
1329,NEG
1330,NEG
1331,NEG
1332,NEG
1333,NEU
1334,NEG
1335,NEG
1336,NEG
1337,NEU
1338,NEU
1339,NEG
1340,NEG
1341,NEG
1342,NEG
1343,NEG
1344,NEG
1345,NEU
1346,NEU
1347,NEG
1348,NEG
1349,NEG
1350,NEG
1351,NEU
1352,NEU
1353,NEU
1354,NEG
1355,NEG
1356,NEG
1357,NEU
1358,NEG
1359,NEU
1360,NEU
1361,NEG
1362,NEG
1363,NEG
1364,NEG
1365,NEU
1366,NEU
1367,NEU
1368,NEG
1369,NEG
1370,NEG
1371,NEG
1372,NEG
1373,NEG
1374,NEU
1375,NEG
1376,NEG
1377,NEG
1378,NEU
1379,NEU
1380,NEG
1381,NEG
1382,NEG
1383,NEG
1384,NEG
1385,NEG
1386,NEU
1387,NEU
1388,NEG
1389,NEG
1390,NEG
1391,NEG
1392,NEU
1393,NEU
1394,NEU
1395,NEG
1396,NEG
1397,NEG
1398,NEU
1399,NEG
1400,NEU
1401,NEU
1402,NEG
1403,NEG
1404,NEG
1405,NEG
1406,NEU
1407,NEU
1408,NEU
1409,NEG
1410,NEG
1411,NEG
1412,NEG
1413,NEG
1414,NEG
1415,NEU
1416,NEG
1417,NEG
1418,NEG
1419,NEU
1420,NEU
1421,NEG
1422,NEG
1423,NEG
1424,NEG
1425,NEG
1426,NEG
1427,NEU
1428,NEU
1429,NEG
1430,NEG
1431,NEG
1432,NEG
1433,NEU
1434,NEU
1435,NEU
1436,NEG
1437,NEG
1438,NEG
1439,NEU
1440,NEG
1441,NEU
1442,NEU
1443,NEG
1444,NEG
1445,NEG
1446,NEG
1447,NEU
1448,NEU
1449,NEG
1450,NEG
1451,NEG
1452,NEG
1453,NEG
1454,NEG
1455,NEU
1456,NEU
1457,NEG
1458,NEG
1459,NEG
1460,NEG
1461,NEU
1462,NEU
1463,NEU
1464,NEG
1465,NEG
1466,NEG
1467,NEU
1468,NEG
1469,NEU
1470,NEU
1471,NEG
1472,NEG
1473,NEG
1474,NEG
1475,NEU
1476,NEU
1477,NEU
1478,NEG
1479,NEG
1480,NEG
1481,NEG
1482,NEG
1483,NEU
1484,NEG
1485,NEG
1486,NEG
1487,NEU
1488,NEU
1489,NEG
1490,NEG
1491,NEG
1492,NEG
1493,NEG
1494,NEG
1495,NEU
1496,NEU
1497,NEG
1498,NEG
1499,NEG
1500,NEG
1501,NEU
1502,NEU
1503,NEU
1504,NEG
1505,NEG
1506,NEG
1507,NEU
1508,NEG
1509,NEU
1510,NEU
1511,NEG
1512,NEG
1513,NEG
1514,NEG
1515,NEU
1516,NEU
1517,NEU
1518,NEG
1519,NEG
1520,NEG
1521,NEG
1522,NEG
1523,NEG
1524,NEU
1525,NEG
1526,NEG
1527,NEG
1528,NEU
1529,NEU
1530,NEG
1531,NEG
1532,NEG
1533,NEG
1534,NEG
1535,NEG
1536,NEU
1537,NEU
1538,NEG
1539,NEG
1540,NEG
1541,NEG
1542,NEU
1543,NEU
1544,NEU
1545,NEG
1546,NEG
1547,NEG
1548,NEU
1549,NEG
1550,NEU
1551,NEU
1552,NEG
1553,NEG
1554,NEG
1555,NEG
1556,NEU
1557,NEU
1558,NEU
1559,NEG
1560,NEG
1561,NEG
1562,NEG
1563,NEG
1564,NEG
1565,NEU
1566,NEG
1567,NEG
1568,NEG
1569,NEU
1570,NEU
1571,NEG
1572,NEG
1573,NEG
1574,NEG
1575,NEG
1576,NEG
1577,NEU
1578,NEU
1579,NEG
1580,NEG
1581,NEG
1582,NEG
1583,NEU
1584,NEU
1585,NEU
1586,NEG
1587,NEG
1588,NEG
1589,NEU
1590,NEG
1591,NEU
1592,NEU
1593,NEG
1594,NEG
1595,NEG
1596,NEG
1597,NEU
1598,NEU
1599,NEU
1600,NEG
1601,NEG
1602,NEG
1603,NEG
1604,NEG
1605,NEG
1606,NEU
1607,NEG
1608,NEG
1609,NEG
1610,NEU
1611,NEU
1612,NEG
1613,NEG
1614,NEG
1615,NEG
1616,NEG
1617,NEG
1618,NEU
1619,NEU
1620,NEG
1621,NEG
1622,NEG
1623,NEG
1624,NEU
1625,NEU
1626,NEU
1627,NEG
1628,NEG
1629,NEG
1630,NEU
1631,NEG
1632,NEU
1633,NEU
1634,NEG
1635,NEG
1636,NEG
1637,NEG
1638,NEU
1639,NEU
1640,NEU
1641,NEG
1642,NEG
1643,NEG
1644,NEG
1645,NEG
1646,NEG
1647,NEU
1648,NEG
1649,NEG
1650,NEG
1651,NEU
1652,NEU
1653,NEG
1654,NEG
1655,NEG
1656,NEG
1657,NEG
1658,NEG
1659,NEU
1660,NEU
1661,NEG
1662,NEG
1663,NEG
1664,NEG
1665,NEU
1666,NEU
1667,NEU
1668,NEG
1669,NEG
1670,NEG
1671,NEU
1672,NEG
1673,NEU
1674,NEU
1675,NEG
1676,NEG
1677,NEG
1678,NEG
1679,NEU
1680,NEU
1681,NEU
1682,NEG
1683,NEG
1684,NEG
1685,NEG
1686,NEG
1687,NEG
1688,NEU
1689,NEG
1690,NEG
1691,NEG
1692,NEU
1693,NEU
1694,NEG
1695,NEG
1696,NEG
1697,NEG
1698,NEG
1699,NEG
1700,NEU
1701,NEU
1702,NEG
1703,NEG
1704,NEG
1705,NEG
1706,NEU
1707,NEU
1708,NEU
1709,NEG
1710,NEG
1711,NEG
1712,NEU
1713,NEG
1714,NEU
1715,NEU
1716,NEG
1717,NEG
1718,NEG
1719,NEG
1720,NEU
1721,NEU
1722,NEU
1723,NEG
1724,NEG
1725,NEG
1726,NEG
1727,NEG
1728,NEG
1729,NEU
1730,NEG
1731,NEG
1732,NEG
1733,NEU
1734,NEU
1735,NEG
1736,NEG
1737,NEG
1738,NEG
1739,NEG
1740,NEG
1741,NEU
1742,NEU
1743,NEG
1744,NEG
1745,NEG
1746,NEU
1747,NEU
1748,NEU
1749,NEG
1750,NEG
1751,NEG
1752,NEU
1753,NEG
1754,NEU
1755,NEG
1756,NEG
1757,NEG
1758,NEU
1759,NEU
1760,NEU
1761,NEG
1762,NEG
1763,NEG
1764,NEG
1765,NEG
1766,NEG
1767,NEU
1768,NEG
1769,NEG
1770,NEG
1771,NEU
1772,NEU
1773,NEG
1774,NEG
1775,NEG
1776,NEG
1777,NEU
1778,NEU
1779,NEG
1780,NEG
1781,NEG
1782,NEG
1783,NEU
1784,NEU
1785,NEU
1786,NEG
1787,NEG
1788,NEG
1789,NEU
1790,NEG
1791,NEU
1792,NEU
1793,NEG
1794,NEG
1795,NEG
1796,NEG
1797,NEU
1798,NEU
1799,NEU
1800,NEG
1801,NEG
1802,NEG
1803,NEG
1804,NEG
1805,NEU
1806,NEG
1807,NEG
1808,NEG
1809,NEU
1810,NEU
1811,NEG
1812,NEG
1813,NEG
1814,NEG
1815,NEG
1816,NEU
1817,NEU
1818,NEG
1819,NEG
1820,NEG
1821,NEG
1822,NEU
1823,NEU
1824,NEU
1825,NEG
1826,NEG
1827,NEG
1828,NEU
1829,NEG
1830,NEU
1831,NEU
1832,NEG
1833,NEG
1834,NEG
1835,NEG
1836,NEU
1837,NEU
1838,NEU
1839,NEG
1840,NEG
1841,NEG
1842,NEG
1843,NEG
1844,NEG
1845,NEU
1846,NEG
1847,NEG
1848,NEG
1849,NEU
1850,NEU
1851,NEG
1852,NEG
1853,NEG
1854,NEG
1855,NEG
1856,NEG
1857,NEU
1858,NEU
1859,NEG
1860,NEG
1861,NEG
1862,NEG
1863,NEU
1864,NEU
1865,NEU
1866,NEG
1867,NEG
1868,NEG
1869,NEU
1870,NEG
1871,NEU
1872,NEU
1873,NEG
1874,NEG
1875,NEG
1876,NEG
1877,NEU
1878,NEU
1879,NEU
1880,NEG
1881,NEG
1882,NEG
1883,NEG
1884,NEG
1885,NEG
1886,NEU
1887,NEG
1888,NEG
1889,NEG
1890,NEU
1891,NEU
1892,NEG
1893,NEG
1894,NEG
1895,NEG
1896,NEG
1897,NEG
1898,NEU
1899,NEU
1900,NEG
1901,NEG
1902,NEG
1903,NEG
1904,NEU
1905,NEU
1906,NEU
1907,NEG
1908,NEG
1909,NEG
1910,NEU
1911,NEG
1912,NEU
1913,NEU
1914,NEG
1915,NEG
1916,NEG
1917,NEG
1918,NEU
1919,NEU
1920,NEU
1921,NEG
1922,NEG
1923,NEG
1924,NEG
1925,NEG
1926,NEG
1927,NEU
1928,NEG
1929,NEG
1930,NEG
1931,NEU
1932,NEU
1933,NEG
1934,NEG
1935,NEG
1936,NEG
1937,NEG
1938,NEG
1939,NEU
1940,NEU
1941,NEG
1942,NEG
1943,NEG
1944,NEG
1945,NEU
1946,NEU
1947,NEU
1948,NEG
1949,NEG
1950,NEG
1951,NEU
1952,NEG
1953,NEU
1954,NEU
1955,NEG
1956,NEG
1957,NEG
1958,NEG
1959,NEU
1960,NEU
1961,NEU
1962,NEG
1963,NEG
1964,NEG
1965,NEG
1966,NEG
1967,NEG
1968,NEU
1969,NEG
1970,NEG
1971,NEG
1972,NEU
1973,NEU
1974,NEG
1975,NEG
1976,NEG
1977,NEG
1978,NEG
1979,NEG
1980,NEU
1981,NEU
1982,NEG
1983,NEG
