,0
1105,POS
1106,POS
1107,POS
1108,NEG
1109,NEG
1110,NEG
1111,POS
1112,NEG
1113,POS
1114,POS
1115,NEG
1116,NEG
1117,NEG
1118,NEG
1119,POS
1120,POS
1121,POS
1122,NEG
1123,NEG
1124,NEG
1125,NEG
1126,NEG
1127,NEG
1128,POS
1129,NEG
1130,NEG
1131,NEG
1132,POS
1133,POS
1134,NEG
1135,NEG
1136,NEG
1137,NEG
1138,NEG
1139,NEG
1140,POS
1141,POS
1142,NEG
1143,NEG
1144,NEG
1145,NEG
1146,POS
1147,POS
1148,POS
1149,NEG
1150,NEG
1151,NEG
1152,POS
1153,NEG
1154,POS
1155,POS
1156,NEG
1157,NEG
1158,NEG
1159,NEG
1160,POS
1161,POS
1162,POS
1163,NEG
1164,NEG
1165,NEG
1166,NEG
1167,NEG
1168,NEG
1169,POS
1170,NEG
1171,NEG
1172,NEG
1173,POS
1174,POS
1175,NEG
1176,NEG
1177,NEG
1178,NEG
1179,NEG
1180,NEG
1181,POS
1182,POS
1183,NEG
1184,NEG
1185,NEG
1186,NEG
1187,POS
1188,POS
1189,POS
1190,NEG
1191,NEG
1192,NEG
1193,POS
1194,NEG
1195,POS
1196,POS
1197,NEG
1198,NEG
1199,NEG
1200,NEG
1201,POS
1202,POS
1203,POS
1204,NEG
1205,NEG
1206,NEG
1207,NEG
1208,NEG
1209,NEG
1210,POS
1211,NEG
1212,NEG
1213,NEG
1214,POS
1215,POS
1216,NEG
1217,NEG
1218,NEG
1219,NEG
1220,NEG
1221,NEG
1222,POS
1223,POS
1224,NEG
1225,NEG
1226,NEG
1227,NEG
1228,POS
1229,POS
1230,POS
1231,NEG
1232,NEG
1233,NEG
1234,POS
1235,NEG
1236,POS
1237,POS
1238,NEG
1239,NEG
1240,NEG
1241,NEG
1242,POS
1243,POS
1244,POS
1245,NEG
1246,NEG
1247,NEG
1248,NEG
1249,NEG
1250,NEG
1251,POS
1252,NEG
1253,NEG
1254,NEG
1255,POS
1256,POS
1257,NEG
1258,NEG
1259,NEG
1260,NEG
1261,NEG
1262,NEG
1263,POS
1264,POS
1265,NEG
1266,NEG
1267,NEG
1268,NEG
1269,POS
1270,POS
1271,POS
1272,NEG
1273,NEG
1274,NEG
1275,POS
1276,NEG
1277,POS
1278,POS
1279,NEG
1280,NEG
1281,NEG
1282,NEG
1283,POS
1284,POS
1285,POS
1286,NEG
1287,NEG
1288,NEG
1289,NEG
1290,NEG
1291,NEG
1292,POS
1293,NEG
1294,NEG
1295,NEG
1296,POS
1297,POS
1298,NEG
1299,NEG
1300,NEG
1301,NEG
1302,NEG
1303,NEG
1304,POS
1305,POS
1306,NEG
1307,NEG
1308,NEG
1309,NEG
1310,POS
1311,POS
1312,POS
1313,NEG
1314,NEG
1315,NEG
1316,POS
1317,NEG
1318,POS
1319,POS
1320,NEG
1321,NEG
1322,NEG
1323,NEG
1324,POS
1325,POS
1326,POS
1327,NEG
1328,NEG
1329,NEG
1330,NEG
1331,NEG
1332,NEG
1333,POS
1334,NEG
1335,NEG
1336,NEG
1337,POS
1338,POS
1339,NEG
1340,NEG
1341,NEG
1342,NEG
1343,NEG
1344,NEG
1345,POS
1346,POS
1347,NEG
1348,NEG
1349,NEG
1350,NEG
1351,POS
1352,POS
1353,POS
1354,NEG
1355,NEG
1356,NEG
1357,POS
1358,NEG
1359,POS
1360,POS
1361,NEG
1362,NEG
1363,NEG
1364,NEG
1365,POS
1366,POS
1367,POS
1368,NEG
1369,NEG
1370,NEG
1371,NEG
1372,NEG
1373,NEG
1374,POS
1375,NEG
1376,NEG
1377,NEG
1378,POS
1379,POS
1380,NEG
1381,NEG
1382,NEG
1383,NEG
1384,NEG
1385,NEG
1386,POS
1387,POS
1388,NEG
1389,NEG
1390,NEG
1391,NEG
1392,POS
1393,POS
1394,POS
1395,NEG
1396,NEG
1397,NEG
1398,POS
1399,NEG
1400,POS
1401,POS
1402,NEG
1403,NEG
1404,NEG
1405,NEG
1406,POS
1407,POS
1408,POS
1409,NEG
1410,NEG
1411,NEG
1412,NEG
1413,NEG
1414,NEG
1415,POS
1416,NEG
1417,NEG
1418,NEG
1419,POS
1420,POS
1421,NEG
1422,NEG
1423,NEG
1424,NEG
1425,NEG
1426,NEG
1427,POS
1428,POS
1429,NEG
1430,NEG
1431,NEG
1432,NEG
1433,POS
1434,POS
1435,POS
1436,NEG
1437,NEG
1438,NEG
1439,POS
1440,NEG
1441,POS
1442,POS
1443,NEG
1444,NEG
1445,NEG
1446,NEG
1447,POS
1448,POS
1449,NEG
1450,NEG
1451,NEG
1452,NEG
1453,NEG
1454,NEG
1455,POS
1456,POS
1457,NEG
1458,NEG
1459,NEG
1460,NEG
1461,POS
1462,POS
1463,POS
1464,NEG
1465,NEG
1466,NEG
1467,POS
1468,NEG
1469,POS
1470,POS
1471,NEG
1472,NEG
1473,NEG
1474,NEG
1475,POS
1476,POS
1477,POS
1478,NEG
1479,NEG
1480,NEG
1481,NEG
1482,NEG
1483,POS
1484,NEG
1485,NEG
1486,NEG
1487,POS
1488,POS
1489,NEG
1490,NEG
1491,NEG
1492,NEG
1493,NEG
1494,NEG
1495,POS
1496,POS
1497,NEG
1498,NEG
1499,NEG
1500,NEG
1501,POS
1502,POS
1503,POS
1504,NEG
1505,NEG
1506,NEG
1507,POS
1508,NEG
1509,POS
1510,POS
1511,NEG
1512,NEG
1513,NEG
1514,NEG
1515,POS
1516,POS
1517,POS
1518,NEG
1519,NEG
1520,NEG
1521,NEG
1522,NEG
1523,NEG
1524,POS
1525,NEG
1526,NEG
1527,NEG
1528,POS
1529,POS
1530,NEG
1531,NEG
1532,NEG
1533,NEG
1534,NEG
1535,NEG
1536,POS
1537,POS
1538,NEG
1539,NEG
1540,NEG
1541,NEG
1542,POS
1543,POS
1544,POS
1545,NEG
1546,NEG
1547,NEG
1548,POS
1549,NEG
1550,POS
1551,POS
1552,NEG
1553,NEG
1554,NEG
1555,NEG
1556,POS
1557,POS
1558,POS
1559,NEG
1560,NEG
1561,NEG
1562,NEG
1563,NEG
1564,NEG
1565,POS
1566,NEG
1567,NEG
1568,NEG
1569,POS
1570,POS
1571,NEG
1572,NEG
1573,NEG
1574,NEG
1575,NEG
1576,NEG
1577,POS
1578,POS
1579,NEG
1580,NEG
1581,NEG
1582,NEG
1583,POS
1584,POS
1585,POS
1586,NEG
1587,NEG
1588,NEG
1589,POS
1590,NEG
1591,POS
1592,POS
1593,NEG
1594,NEG
1595,NEG
1596,NEG
1597,POS
1598,POS
1599,POS
1600,NEG
1601,NEG
1602,NEG
1603,NEG
1604,NEG
1605,NEG
1606,POS
1607,NEG
1608,NEG
1609,NEG
1610,POS
1611,POS
1612,NEG
1613,NEG
1614,NEG
1615,NEG
1616,NEG
1617,NEG
1618,POS
1619,POS
1620,NEG
1621,NEG
1622,NEG
1623,NEG
1624,POS
1625,POS
1626,POS
1627,NEG
1628,NEG
1629,NEG
1630,POS
1631,NEG
1632,POS
1633,POS
1634,NEG
1635,NEG
1636,NEG
1637,NEG
1638,POS
1639,POS
1640,POS
1641,NEG
1642,NEG
1643,NEG
1644,NEG
1645,NEG
1646,NEG
1647,POS
1648,NEG
1649,NEG
1650,NEG
1651,POS
1652,POS
1653,NEG
1654,NEG
1655,NEG
1656,NEG
1657,NEG
1658,NEG
1659,POS
1660,POS
1661,NEG
1662,NEG
1663,NEG
1664,NEG
1665,POS
1666,POS
1667,POS
1668,NEG
1669,NEG
1670,NEG
1671,POS
1672,NEG
1673,POS
1674,POS
1675,NEG
1676,NEG
1677,NEG
1678,NEG
1679,POS
1680,POS
1681,POS
1682,NEG
1683,NEG
1684,NEG
1685,NEG
1686,NEG
1687,NEG
1688,POS
1689,NEG
1690,NEG
1691,NEG
1692,POS
1693,POS
1694,NEG
1695,NEG
1696,NEG
1697,NEG
1698,NEG
1699,NEG
1700,POS
1701,POS
1702,NEG
1703,NEG
1704,NEG
1705,NEG
1706,POS
1707,POS
1708,POS
1709,NEG
1710,NEG
1711,NEG
1712,POS
1713,NEG
1714,POS
1715,POS
1716,NEG
1717,NEG
1718,NEG
1719,NEG
1720,POS
1721,POS
1722,POS
1723,NEG
1724,NEG
1725,NEG
1726,NEG
1727,NEG
1728,NEG
1729,POS
1730,NEG
1731,NEG
1732,NEG
1733,POS
1734,POS
1735,NEG
1736,NEG
1737,NEG
1738,NEG
1739,NEG
1740,NEG
1741,POS
1742,POS
1743,NEG
1744,NEG
1745,NEG
1746,POS
1747,POS
1748,POS
1749,NEG
1750,NEG
1751,NEG
1752,POS
1753,NEG
1754,POS
1755,NEG
1756,NEG
1757,NEG
1758,POS
1759,POS
1760,POS
1761,NEG
1762,NEG
1763,NEG
1764,NEG
1765,NEG
1766,NEG
1767,POS
1768,NEG
1769,NEG
1770,NEG
1771,POS
1772,POS
1773,NEG
1774,NEG
1775,NEG
1776,NEG
1777,POS
1778,POS
1779,NEG
1780,NEG
1781,NEG
1782,NEG
1783,POS
1784,POS
1785,POS
1786,NEG
1787,NEG
1788,NEG
1789,POS
1790,NEG
1791,POS
1792,POS
1793,NEG
1794,NEG
1795,NEG
1796,NEG
1797,POS
1798,POS
1799,POS
1800,NEG
1801,NEG
1802,NEG
1803,NEG
1804,NEG
1805,POS
1806,NEG
1807,NEG
1808,NEG
1809,POS
1810,POS
1811,NEG
1812,NEG
1813,NEG
1814,NEG
1815,NEG
1816,POS
1817,POS
1818,NEG
1819,NEG
1820,NEG
1821,NEG
1822,POS
1823,POS
1824,POS
1825,NEG
1826,NEG
1827,NEG
1828,POS
1829,NEG
1830,POS
1831,POS
1832,NEG
1833,NEG
1834,NEG
1835,NEG
1836,POS
1837,POS
1838,POS
1839,NEG
1840,NEG
1841,NEG
1842,NEG
1843,NEG
1844,NEG
1845,POS
1846,NEG
1847,NEG
1848,NEG
1849,POS
1850,POS
1851,NEG
1852,NEG
1853,NEG
1854,NEG
1855,NEG
1856,NEG
1857,POS
1858,POS
1859,NEG
1860,NEG
1861,NEG
1862,NEG
1863,POS
1864,POS
1865,POS
1866,NEG
1867,NEG
1868,NEG
1869,POS
1870,NEG
1871,POS
1872,POS
1873,NEG
1874,NEG
1875,NEG
1876,NEG
1877,POS
1878,POS
1879,POS
1880,NEG
1881,NEG
1882,NEG
1883,NEG
1884,NEG
1885,NEG
1886,POS
1887,NEG
1888,NEG
1889,NEG
1890,POS
1891,POS
1892,NEG
1893,NEG
1894,NEG
1895,NEG
1896,NEG
1897,NEG
1898,POS
1899,POS
1900,NEG
1901,NEG
1902,NEG
1903,NEG
1904,POS
1905,POS
1906,POS
1907,NEG
1908,NEG
1909,NEG
1910,POS
1911,NEG
1912,POS
1913,POS
1914,NEG
1915,NEG
1916,NEG
1917,NEG
1918,POS
1919,POS
1920,POS
1921,NEG
1922,NEG
1923,NEG
1924,NEG
1925,NEG
1926,NEG
1927,POS
1928,NEG
1929,NEG
1930,NEG
1931,POS
1932,POS
1933,NEG
1934,NEG
1935,NEG
1936,NEG
1937,NEG
1938,NEG
1939,POS
1940,POS
1941,NEG
1942,NEG
1943,NEG
1944,NEG
1945,POS
1946,POS
1947,POS
1948,NEG
1949,NEG
1950,NEG
1951,POS
1952,NEG
1953,POS
1954,POS
1955,NEG
1956,NEG
1957,NEG
1958,NEG
1959,POS
1960,POS
1961,POS
1962,NEG
1963,NEG
1964,NEG
1965,NEG
1966,NEG
1967,NEG
1968,POS
1969,NEG
1970,NEG
1971,NEG
1972,POS
1973,POS
1974,NEG
1975,NEG
1976,NEG
1977,NEG
1978,NEG
1979,NEG
1980,POS
1981,POS
1982,NEG
1983,NEG
