,0
1176,POS
1177,POS
1178,POS
1179,POS
1180,POS
1181,POS
1182,POS
1183,POS
1184,POS
1185,POS
1186,POS
1187,POS
1188,POS
1189,POS
1190,POS
1191,POS
1192,POS
1193,POS
1194,POS
1195,POS
1196,POS
1197,POS
1198,POS
1199,POS
1200,POS
1201,POS
1202,POS
1203,POS
1204,POS
1205,POS
1206,POS
1207,POS
1208,POS
1209,POS
1210,POS
1211,POS
1212,POS
1213,POS
1214,POS
1215,POS
1216,POS
1217,POS
1218,POS
1219,POS
1220,POS
1221,POS
1222,POS
1223,POS
1224,POS
1225,POS
1226,POS
1227,POS
1228,POS
1229,POS
1230,POS
1231,POS
1232,POS
1233,POS
1234,POS
1235,POS
1236,POS
1237,POS
1238,POS
1239,POS
1240,POS
1241,POS
1242,POS
1243,POS
1244,POS
1245,POS
1246,POS
1247,POS
1248,POS
1249,POS
1250,POS
1251,POS
1252,POS
1253,POS
1254,POS
1255,POS
1256,POS
1257,POS
1258,POS
1259,POS
1260,POS
1261,POS
1262,POS
1263,POS
1264,POS
1265,POS
1266,POS
1267,POS
1268,POS
1269,POS
1270,POS
1271,POS
1272,POS
1273,POS
1274,POS
1275,POS
1276,POS
1277,POS
1278,POS
1279,POS
1280,POS
1281,POS
1282,POS
1283,POS
1284,POS
1285,POS
1286,POS
1287,POS
1288,POS
1289,POS
1290,POS
1291,POS
1292,POS
1293,POS
1294,POS
1295,POS
1296,POS
1297,POS
1298,POS
1299,POS
1300,POS
1301,POS
1302,POS
1303,POS
1304,POS
1305,POS
1306,POS
1307,POS
1308,POS
1309,POS
1310,POS
1311,POS
1312,POS
1313,POS
1314,POS
1315,POS
1316,POS
1317,POS
1318,POS
1319,POS
1320,POS
1321,POS
1322,POS
1323,POS
1324,POS
1325,POS
1326,POS
1327,POS
1328,POS
1329,POS
1330,POS
1331,POS
1332,POS
1333,POS
1334,POS
1335,POS
1336,POS
1337,POS
1338,POS
1339,POS
1340,POS
1341,POS
1342,POS
1343,POS
1344,POS
1345,POS
1346,POS
1347,POS
1348,POS
1349,POS
1350,POS
1351,POS
1352,POS
1353,POS
1354,POS
1355,POS
1356,POS
1357,POS
1358,POS
1359,POS
1360,POS
1361,POS
1362,POS
1363,POS
1364,POS
1365,POS
1366,POS
1367,POS
1368,POS
1369,POS
1370,POS
1371,POS
1372,POS
1373,POS
1374,POS
1375,POS
1376,POS
1377,POS
1378,POS
1379,POS
1380,POS
1381,POS
1382,POS
1383,POS
1384,POS
1385,POS
1386,POS
1387,POS
1388,POS
1389,POS
1390,POS
1391,POS
1392,POS
1393,POS
1394,POS
1395,POS
1396,POS
1397,POS
1398,POS
1399,POS
1400,POS
1401,POS
1402,POS
1403,POS
1404,POS
1405,POS
1406,POS
1407,POS
1408,POS
1409,POS
1410,POS
1411,POS
1412,POS
1413,POS
1414,POS
1415,POS
1416,POS
1417,POS
1418,POS
1419,POS
1420,POS
1421,POS
1422,POS
1423,POS
1424,POS
1425,POS
1426,POS
1427,POS
1428,POS
1429,POS
1430,POS
1431,POS
1432,POS
1433,POS
1434,POS
1435,POS
1436,POS
1437,POS
1438,POS
1439,POS
1440,POS
1441,POS
1442,POS
1443,POS
1444,POS
1445,POS
1446,POS
1447,POS
1448,POS
1449,POS
1450,POS
1451,POS
1452,POS
1453,POS
1454,POS
1455,POS
1456,POS
1457,POS
1458,POS
1459,POS
1460,POS
1461,POS
1462,POS
1463,POS
1464,POS
1465,POS
1466,POS
1467,POS
1468,POS
1469,POS
1470,POS
1471,POS
1472,POS
1473,POS
1474,POS
1475,POS
1476,POS
1477,POS
1478,POS
1479,POS
1480,POS
1481,POS
1482,POS
1483,POS
1484,POS
1485,POS
1486,POS
1487,POS
1488,POS
1489,POS
1490,POS
1491,POS
1492,POS
1493,POS
1494,POS
1495,POS
1496,POS
1497,POS
1498,POS
1499,POS
1500,POS
1501,POS
1502,POS
1503,POS
1504,POS
1505,POS
1506,POS
1507,POS
1508,POS
1509,POS
1510,POS
1511,POS
1512,POS
1513,POS
1514,POS
1515,POS
1516,POS
1517,POS
1518,POS
1519,POS
1520,POS
1521,POS
1522,POS
1523,POS
1524,POS
1525,POS
1526,POS
1527,POS
1528,POS
1529,POS
1530,POS
1531,POS
1532,POS
1533,POS
1534,POS
1535,POS
1536,POS
1537,POS
1538,POS
1539,POS
1540,POS
1541,POS
1542,POS
1543,POS
1544,POS
1545,POS
1546,POS
1547,POS
1548,POS
1549,POS
1550,POS
1551,POS
1552,POS
1553,POS
1554,POS
1555,POS
1556,POS
1557,POS
1558,POS
1559,POS
1560,POS
1561,POS
1562,POS
1563,POS
1564,POS
1565,POS
1566,POS
1567,POS
1568,POS
1569,POS
1570,POS
1571,POS
1572,POS
1573,POS
1574,POS
1575,POS
1576,POS
1577,POS
1578,POS
1579,POS
1580,POS
1581,POS
1582,POS
1583,POS
1584,POS
1585,POS
1586,POS
1587,POS
1588,POS
1589,POS
1590,POS
1591,POS
1592,POS
1593,POS
1594,POS
1595,POS
1596,POS
1597,POS
1598,POS
1599,POS
1600,POS
1601,POS
1602,POS
1603,POS
1604,POS
1605,POS
1606,POS
1607,POS
1608,POS
1609,POS
1610,POS
1611,POS
1612,POS
1613,POS
1614,POS
1615,POS
1616,POS
1617,POS
1618,POS
1619,POS
1620,POS
1621,POS
1622,POS
1623,POS
1624,POS
1625,POS
1626,POS
1627,POS
1628,POS
1629,POS
1630,POS
1631,POS
1632,POS
1633,POS
1634,POS
1635,POS
1636,POS
1637,POS
1638,POS
1639,POS
1640,POS
1641,POS
1642,POS
1643,POS
1644,POS
1645,POS
1646,POS
1647,POS
1648,POS
1649,POS
1650,POS
1651,POS
1652,POS
1653,POS
1654,POS
1655,POS
1656,POS
1657,POS
1658,POS
1659,POS
1660,POS
1661,POS
1662,POS
1663,POS
1664,POS
1665,POS
1666,POS
1667,POS
1668,POS
1669,POS
1670,POS
1671,POS
1672,POS
1673,POS
1674,POS
1675,POS
1676,POS
1677,POS
1678,POS
1679,POS
1680,POS
1681,POS
1682,POS
1683,POS
1684,POS
1685,POS
1686,POS
1687,POS
1688,POS
1689,POS
1690,POS
1691,POS
1692,POS
1693,POS
1694,POS
1695,POS
1696,POS
1697,POS
1698,POS
1699,POS
1700,POS
1701,POS
1702,POS
1703,POS
1704,POS
1705,POS
1706,POS
1707,POS
1708,POS
1709,POS
1710,POS
1711,POS
1712,POS
1713,POS
1714,POS
1715,POS
1716,POS
1717,POS
1718,POS
1719,POS
1720,POS
1721,POS
1722,POS
1723,POS
1724,POS
1725,POS
1726,POS
1727,POS
1728,POS
1729,POS
1730,POS
1731,POS
1732,POS
1733,POS
1734,POS
1735,POS
1736,POS
1737,POS
1738,POS
1739,POS
1740,POS
1741,POS
1742,POS
1743,POS
1744,POS
1745,POS
1746,POS
1747,POS
1748,POS
1749,POS
1750,POS
1751,POS
1752,POS
1753,POS
1754,POS
1755,POS
1756,POS
1757,POS
1758,POS
1759,POS
1760,POS
1761,POS
1762,POS
1763,POS
1764,POS
1765,POS
1766,POS
1767,POS
1768,POS
1769,POS
1770,POS
1771,POS
1772,POS
1773,POS
1774,POS
1775,POS
1776,POS
1777,POS
1778,POS
1779,POS
1780,POS
1781,POS
1782,POS
1783,POS
1784,POS
1785,POS
1786,POS
1787,POS
1788,POS
1789,POS
1790,POS
1791,POS
1792,POS
1793,POS
1794,POS
1795,POS
1796,POS
1797,POS
1798,POS
1799,POS
1800,POS
1801,POS
1802,POS
1803,POS
1804,POS
1805,POS
1806,POS
1807,POS
1808,POS
1809,POS
1810,POS
1811,POS
1812,POS
1813,POS
1814,POS
1815,POS
1816,POS
1817,POS
1818,POS
1819,POS
1820,POS
1821,POS
1822,POS
1823,POS
1824,POS
1825,POS
1826,POS
1827,POS
1828,POS
1829,POS
1830,POS
1831,POS
1832,POS
1833,POS
1834,POS
1835,POS
1836,POS
1837,POS
1838,POS
1839,POS
1840,POS
1841,POS
1842,POS
1843,POS
1844,POS
1845,POS
1846,POS
1847,POS
1848,POS
1849,POS
1850,POS
1851,POS
1852,POS
1853,POS
1854,POS
1855,POS
1856,POS
1857,POS
1858,POS
1859,POS
1860,POS
1861,POS
1862,POS
1863,POS
1864,POS
1865,POS
1866,POS
1867,POS
1868,POS
1869,POS
1870,POS
1871,POS
1872,POS
1873,POS
1874,POS
1875,POS
1876,POS
1877,POS
1878,POS
1879,POS
1880,POS
1881,POS
1882,POS
1883,POS
1884,POS
1885,POS
1886,POS
1887,POS
1888,POS
1889,POS
1890,POS
1891,POS
1892,POS
1893,POS
1894,POS
1895,POS
1896,POS
1897,POS
1898,POS
1899,POS
1900,POS
1901,POS
1902,POS
1903,POS
1904,POS
1905,POS
1906,POS
1907,POS
1908,POS
1909,POS
1910,POS
1911,POS
1912,POS
1913,POS
1914,POS
1915,POS
1916,POS
1917,POS
1918,POS
1919,POS
1920,POS
1921,POS
1922,POS
1923,POS
1924,POS
1925,POS
1926,POS
1927,POS
1928,POS
1929,POS
1930,POS
1931,POS
1932,POS
1933,POS
1934,POS
1935,POS
1936,POS
1937,POS
1938,POS
1939,POS
1940,POS
1941,POS
1942,POS
1943,POS
1944,POS
1945,POS
1946,POS
1947,POS
1948,POS
1949,POS
1950,POS
1951,POS
1952,POS
1953,POS
1954,POS
1955,POS
1956,POS
1957,POS
1958,POS
1959,POS
1960,POS
1961,POS
1962,POS
1963,POS
1964,POS
1965,POS
1966,POS
1967,POS
1968,POS
1969,POS
1970,POS
1971,POS
1972,POS
1973,POS
1974,POS
1975,POS
1976,POS
1977,POS
1978,POS
1979,POS
1980,POS
1981,POS
1982,POS
1983,POS
