Datetime,Unnamed: 0,Vader Title Score,Vader Description Score,Flair Title Label,Flair Title Score,Flair Description Label,Flair Description Score,DistilBERT Title Label,DistilBERT Title Score,DistilBERT Description Label,DistilBERT Description Score,FinBERT Title Label,FinBERT Title Score,FinBERT Description Label,FinBERT Description Score,SVC Title Label,SVC Description Label,LR Title Label,LR Title Score,LR Description Label,LR Description Score,NB Title Label,NB Title Score,NB Description Label,NB Description Score,GBDT Title Label,GBDT Title Score,GBDT Description Label,GBDT Description Score,RF Title Label,RF Title Score,RF Description Label,RF Description Score,KNN Title Label,KNN Title Score,KNN Description Label,KNN Description Score,PriceDiff30min,before10mins,in20mins
2025-02-11 01:04:00,67,0.0,0.9287,-1,0.997589111,-1,0.84520781,-1,0.993440449,1,0.942527831,0,0.993440449,0,0.942527831,-1,-1,-1,0.657088292,-1,0.716094474,-1,0.714464155,1,0.405113619,-1,0.721659785,-1,0.721659785,-1,0.98,-1,0.98,-1,0.8,-1,1.0,-1.0,6076.75,6074.5
2025-02-11 01:06:00,73,-0.4767,-0.8625,-1,0.999242187,-1,0.999282539,-1,0.994302988,-1,0.988720238,0,0.994302988,0,0.988720238,-1,-1,-1,0.742562608,-1,0.716092965,-1,0.763201932,-1,0.547754971,-1,0.789158994,-1,0.55241422,-1,0.91,-1,0.7,-1,0.8,-1,0.8,-0.75,6076.25,6075.0
2025-02-11 01:07:00,68,0.3182,0.9584,1,0.598818541,1,0.806879938,1,0.997055054,1,0.996184409,0,0.997055054,0,0.996184409,-1,-1,-1,0.618837479,-1,0.651215524,-1,0.667677951,1,0.424119185,-1,0.649427115,-1,0.684126748,-1,0.82,-1,0.85,-1,0.6,-1,1.0,-1.0,6076.5,6074.75
2025-02-11 01:20:00,72,0.0,-0.699,-1,0.739793718,1,0.854016602,-1,0.971369028,1,0.984991491,0,0.971369028,0,0.984991491,-1,-1,-1,0.641698479,-1,0.561856189,-1,0.68880781,1,0.469706816,-1,0.789158994,-1,0.721659785,-1,0.73,-1,0.9,-1,0.4,-1,0.4,-0.75,6075.25,6073.75
2025-02-11 01:24:00,76,-0.5574,-0.9584,-1,0.985261619,-1,0.930876672,-1,0.959800124,-1,0.976918399,0,0.959800124,0,0.976918399,-1,-1,-1,0.537500802,-1,0.657477223,-1,0.631970487,-1,0.511751503,-1,0.405435684,-1,0.721659785,0,0.44,-1,0.74,-1,0.6,-1,1.0,-2.25,6074.75,6074.5
2025-02-11 02:03:00,75,-0.128,0.9226,-1,0.999193013,-1,0.996835411,-1,0.998061121,-1,0.999423742,0,0.998061121,0,0.999423742,-1,-1,-1,0.780154563,-1,0.635148333,-1,0.856046155,-1,0.571268269,-1,0.721659785,-1,0.570227292,-1,0.95,-1,0.5,-1,1.0,-1,0.6,-0.75,6072.5,6071.5
2025-02-11 03:18:00,114,-0.2732,0.1027,-1,0.999525428,-1,0.993564546,-1,0.998996556,-1,0.996179461,0,0.998996556,0,0.996179461,-1,-1,-1,0.874122006,-1,0.782766551,-1,0.956235764,-1,0.581972975,-1,0.721659785,-1,0.669340785,-1,0.91,-1,0.62,-1,1.0,-1,0.6,3.75,6065.5,6073.0
2025-02-11 03:23:00,115,0.0,0.6369,1,0.528251648,-1,0.996818542,1,0.738234699,-1,0.942211807,0,0.738234699,0,0.942211807,-1,-1,-1,0.639095259,-1,0.642991683,-1,0.61120714,1,0.568621854,-1,0.700532709,-1,0.721659785,-1,0.69,-1,0.9,-1,0.4,-1,0.8,2.75,6067.75,6073.5
2025-02-11 04:41:00,113,0.296,-0.743,-1,0.999796569,-1,0.999908566,-1,0.999730647,-1,0.999433458,0,0.999730647,0,0.999433458,-1,-1,-1,0.673408759,-1,0.735013324,-1,0.727444099,-1,0.67670269,-1,0.635202783,-1,0.635202783,-1,0.74,-1,0.65,-1,0.6,-1,0.4,0.0,6069.5,6070.0
2025-02-11 04:55:00,112,0.0258,0.5423,-1,0.966016173,-1,0.867044985,-1,0.976403534,1,0.70989877,0,0.976403534,0,0.70989877,-1,-1,-1,0.658420979,-1,0.674175859,-1,0.686774431,-1,0.513517366,-1,0.672533548,-1,0.656043049,-1,0.75,-1,0.58,-1,0.6,-1,0.8,1.5,6069.5,6071.25
2025-02-11 06:37:00,111,0.1027,-0.4019,-1,0.933198988,-1,0.997751176,-1,0.973733723,-1,0.996365547,0,0.973733723,0,0.996365547,-1,-1,-1,0.538358975,-1,0.620594487,-1,0.559674254,1,0.473033984,-1,0.721659785,-1,0.669340785,-1,0.58,-1,0.64,-1,0.4,-1,0.8,-2.5,6069.75,6073.5
2025-02-11 09:33:00,110,0.0,-0.4939,-1,0.998968959,-1,0.990244746,-1,0.992274106,-1,0.990456879,0,0.992274106,0,0.990456879,-1,-1,-1,0.650624746,-1,0.693757139,-1,0.747693795,-1,0.600924541,-1,0.721659785,-1,0.721659785,-1,0.85,-1,0.83,-1,0.8,-1,0.6,3.75,6062.75,6073.25
2025-02-11 10:00:00,100,-0.5267,0.6697,-1,0.960617304,-1,0.997852683,1,0.945676386,1,0.520931304,0,0.945676386,0,0.520931304,-1,-1,-1,0.701495069,-1,0.691221248,-1,0.872099254,-1,0.535786381,-1,0.721659785,-1,0.721659785,-1,0.88,-1,0.77,-1,1.0,-1,0.8,5.5,6073.0,6071.75
2025-02-11 12:13:00,117,0.0,-0.5423,-1,0.648051918,-1,0.6750682,-1,0.954554081,-1,0.951655924,0,0.954554081,0,0.951655924,-1,-1,-1,0.552030155,-1,0.721046861,-1,0.650103966,-1,0.566046118,-1,0.570406067,-1,0.570406067,-1,0.66,-1,0.84,-1,0.4,-1,0.6,7.0,6077.75,6082.5
2025-02-11 13:28:00,116,0.3818,0.1531,-1,0.957033992,-1,0.987508833,-1,0.974495471,-1,0.997784555,0,0.974495471,0,0.997784555,-1,-1,-1,0.604086718,-1,0.634557966,-1,0.756291594,-1,0.517397653,-1,0.982453037,-1,0.681757809,-1,0.83,-1,0.74,-1,0.6,-1,1.0,7.5,6080.0,6090.25
2025-02-11 13:37:00,108,0.3612,0.5951,-1,0.97609359,-1,0.90020442,-1,0.99731952,-1,0.888791859,0,0.99731952,0,0.888791859,-1,-1,-1,0.62049108,-1,0.582175838,-1,0.531934922,1,0.524730235,-1,0.576048082,-1,0.653508963,-1,0.59,-1,0.64,1,0.6,-1,0.6,-3.25,6079.0,6086.75
2025-02-11 14:00:00,118,0.0,-0.8979,1,0.870580733,-1,0.990839422,1,0.989690542,-1,0.963354409,0,0.989690542,0,0.963354409,0,-1,-1,0.440372001,-1,0.760429156,-1,0.602136122,1,0.38760725,0,0.629405368,-1,0.721659785,0,0.46,-1,1.0,-1,0.8,-1,1.0,1.5,6087.25,6086.75
2025-02-11 16:30:00,101,0.0,0.34,-1,0.994045615,-1,0.997273386,-1,0.991122127,-1,0.993501246,0,0.991122127,0,0.993501246,-1,-1,-1,0.792060478,-1,0.725036203,-1,0.796868786,-1,0.637952474,-1,0.758315733,-1,0.623218331,-1,0.89,-1,0.63,-1,0.6,-1,1.0,,6091.5,6090.25
2025-02-11 18:00:00,107,0.4767,0.9752,-1,0.959246516,1,0.997007787,-1,0.966662824,1,0.999009132,0,0.966662824,0,0.999009132,1,-1,1,0.422142437,-1,0.58538705,-1,0.535416119,1,0.447037131,1,0.516903483,-1,0.721659785,-1,0.64,-1,0.85,1,0.6,1,0.6,-1.5,,6087.5
2025-02-11 18:05:00,106,0.0,0.7579,-1,0.995331943,-1,0.805089831,-1,0.993924439,1,0.838457644,0,0.993924439,0,0.838457644,-1,-1,-1,0.717884052,-1,0.657106677,-1,0.723434422,1,0.433192055,-1,0.721659785,-1,0.721659785,-1,1.0,-1,0.87,-1,1.0,-1,0.8,3.25,,6088.25
2025-02-11 18:09:00,98,0.0,-0.2794,-1,0.952398956,-1,0.999355614,-1,0.972994506,-1,0.995674789,0,0.972994506,0,0.995674789,-1,-1,-1,0.702951499,-1,0.743307647,-1,0.789210613,-1,0.592930285,-1,0.721659785,-1,0.596218427,-1,1.0,-1,0.72,-1,1.0,-1,1.0,3.75,,6090.25
2025-02-11 18:11:00,119,0.0,0.4049,-1,0.994623899,-1,0.999219656,-1,0.998433411,-1,0.979350746,0,0.998433411,0,0.979350746,-1,-1,-1,0.750766192,-1,0.618503774,-1,0.781479472,1,0.490499907,-1,0.789158994,-1,0.721659785,-1,0.83,-1,0.7,-1,0.6,-1,0.8,5.75,6094.25,6093.0
2025-02-11 19:00:00,99,0.0,0.8126,1,0.766164899,-1,0.999762595,-1,0.886745989,-1,0.988976419,0,0.886745989,0,0.988976419,-1,-1,-1,0.710382784,-1,0.741297814,-1,0.857147052,-1,0.518456961,-1,0.721659785,-1,0.721659785,-1,0.89,-1,0.88,-1,0.8,-1,1.0,3.5,6093.75,6093.25
2025-02-11 19:01:00,105,-0.765,0.9559,-1,0.994545102,-1,0.996514916,-1,0.999677896,-1,0.93856281,0,0.999677896,0,0.93856281,-1,-1,-1,0.679256381,-1,0.671857824,-1,0.645531589,-1,0.576224946,-1,0.760466154,-1,0.721659785,-1,0.82,-1,0.93,-1,0.4,-1,1.0,2.25,6093.5,6093.5
2025-02-11 19:30:00,104,-0.3818,-0.9325,-1,0.997908831,-1,0.999911427,-1,0.999679804,-1,0.999536753,0,0.999679804,0,0.999536753,-1,-1,-1,0.825664141,-1,0.73668269,-1,0.94699543,-1,0.688769457,-1,0.635202783,-1,0.721659785,-1,0.769545455,-1,0.92,-1,1.0,-1,0.8,-2.0,6093.25,6096.25
2025-02-11 19:51:00,102,-0.25,0.7096,-1,0.960616767,-1,0.984475017,-1,0.999538064,-1,0.998892486,0,0.999538064,0,0.998892486,-1,-1,-1,0.640753801,-1,0.629173461,-1,0.73509983,-1,0.401257436,-1,0.610242551,-1,0.577843946,-1,0.67,-1,0.65,-1,0.8,-1,0.4,-3.75,6094.0,6092.75
2025-02-11 20:03:00,103,-0.34,-0.9001,-1,0.990030766,-1,0.999822557,-1,0.995265007,-1,0.998223841,0,0.995265007,0,0.998223841,-1,-1,-1,0.734429409,-1,0.695045688,-1,0.739774083,-1,0.453956857,-1,0.677305623,-1,0.721659785,-1,0.93,-1,0.67,-1,0.8,-1,0.8,-1.25,6095.0,6091.25
2025-02-11 22:29:00,169,-0.5106,-0.7003,-1,0.999979138,-1,0.99992013,-1,0.999483705,-1,0.998483598,0,0.999483705,0,0.998483598,-1,-1,-1,0.688242183,-1,0.726276587,-1,0.826493539,-1,0.601950418,-1,0.721659785,-1,0.582243988,-1,0.74,-1,0.68,-1,0.6,-1,0.8,-2.25,6091.25,6088.25
2025-02-12 01:36:00,173,0.3612,0.9573,-1,0.991024017,1,0.996495783,-1,0.952735901,1,0.997425199,0,0.952735901,0,0.997425199,-1,1,-1,0.666870614,-1,0.503049896,-1,0.710469796,1,0.500790446,-1,0.789158994,-1,0.593116812,-1,0.71,-1,0.58,-1,0.8,-1,0.6,1.0,6087.25,6088.25
2025-02-12 01:40:00,172,0.0516,-0.6597,-1,0.948479414,-1,0.99692446,-1,0.976556778,-1,0.997250497,0,0.976556778,0,0.997250497,1,-1,-1,0.529666822,-1,0.654843776,-1,0.543089317,-1,0.600518205,-1,0.569076872,-1,0.664782283,-1,0.73,-1,0.8,1,0.6,-1,0.6,-0.75,6087.75,6088.5
2025-02-12 07:01:00,168,0.3612,-0.296,-1,0.902544796,-1,0.908998191,-1,0.916482687,-1,0.966100395,0,0.916482687,0,0.966100395,-1,-1,-1,0.633256228,-1,0.734639428,-1,0.797946687,-1,0.753295998,-1,0.721659785,-1,0.721659785,-1,0.82,-1,0.84,-1,0.8,-1,1.0,2.0,6085.75,6087.0
2025-02-12 09:55:00,109,0.5106,0.7845,1,0.944787025,-1,0.979173541,1,0.961332202,-1,0.90702498,0,0.961332202,0,0.90702498,-1,1,-1,0.687690384,-1,0.505012323,-1,0.836217573,1,0.491385991,-1,0.721659785,-1,0.61963127,-1,0.82,-1,0.57,-1,0.6,1,0.6,6.0,6044.5,6040.75
2025-02-12 10:09:00,167,-0.3612,0.8172,-1,0.996361434,-1,0.994217396,-1,0.990322828,1,0.546060979,0,0.990322828,0,0.546060979,-1,-1,-1,0.923629263,-1,0.672672458,-1,0.956782094,-1,0.506634577,-1,0.81135233,-1,0.721659785,-1,0.92,-1,0.74,-1,1.0,-1,0.8,23.75,6052.25,6053.25
2025-02-12 10:30:00,166,0.0,0.8991,1,0.964063883,1,0.679873943,-1,0.96549648,1,0.75484252,0,0.96549648,0,0.75484252,-1,-1,-1,0.569294464,-1,0.662052704,-1,0.604382207,-1,0.439909037,-1,0.689441805,-1,0.721659785,-1,0.63,-1,0.76,-1,0.8,-1,0.6,6.25,6050.75,6059.75
2025-02-12 11:26:00,158,0.0,0.765,-1,0.997047365,-1,0.999403477,-1,0.997018099,-1,0.938148618,0,0.997018099,0,0.938148618,-1,-1,-1,0.719439996,-1,0.648954451,-1,0.789568044,1,0.363676958,-1,0.741798516,-1,0.582243988,-1,0.82,-1,0.62,-1,0.8,-1,1.0,27.25,6048.5,6058.0
2025-02-12 11:26:00,222,0.0,0.765,-1,0.997047365,-1,0.999403477,-1,0.997018099,-1,0.938148618,0,0.997018099,0,0.938148618,-1,-1,-1,0.719439996,-1,0.648954451,-1,0.789568044,1,0.363676958,-1,0.741798516,-1,0.582243988,-1,0.82,-1,0.62,-1,0.8,-1,1.0,27.25,6048.5,6058.0
2025-02-12 11:27:00,165,-0.3612,-0.9169,-1,0.999505281,-1,0.999796331,-1,0.999027967,-1,0.997808039,0,0.999027967,0,0.997808039,-1,-1,-1,0.669854755,-1,0.783916445,-1,0.886297834,-1,0.667592543,-1,0.721659785,-1,0.703290209,-1,0.91,-1,0.82,-1,0.8,-1,0.8,27.0,6048.0,6057.5
2025-02-12 11:27:00,170,-0.3612,-0.9413,-1,0.999505281,-1,0.994761646,-1,0.999027967,-1,0.99446255,0,0.999027967,0,0.99446255,-1,-1,-1,0.669854755,-1,0.760825963,-1,0.886297834,-1,0.583611718,-1,0.721659785,-1,0.675653617,-1,0.91,-1,0.8,-1,0.8,-1,0.8,27.0,6048.0,6057.5
2025-02-12 12:20:00,159,0.34,0.765,1,0.988116264,-1,0.860384762,1,0.997692943,-1,0.910494089,0,0.997692943,0,0.910494089,-1,-1,-1,0.62293765,-1,0.777140377,-1,0.62070495,-1,0.771211671,-1,0.721659785,-1,0.696641128,-1,0.74,-1,0.72,0,0.4,-1,0.6,0.75,6072.75,6074.0
2025-02-12 15:30:00,164,-0.5106,-0.9019,-1,0.997359455,-1,0.997545779,-1,0.99375385,-1,0.998903394,0,0.99375385,0,0.998903394,-1,-1,-1,0.617020249,-1,0.589183218,-1,0.641515142,1,0.364305144,-1,0.80395713,-1,0.598798375,-1,0.55,-1,0.58,1,0.6,0,0.4,0.25,6075.5,6067.75
2025-02-12 17:00:00,161,0.0,0.93,-1,0.968031108,-1,0.944273949,-1,0.986610711,-1,0.986474454,0,0.986610711,0,0.986474454,-1,-1,-1,0.58707844,-1,0.736658983,-1,0.552636754,-1,0.416396477,-1,0.721659785,-1,0.629896476,-1,0.73,-1,0.89,-1,0.4,-1,0.6,,6079.75,
2025-02-12 17:15:00,174,0.0,0.5267,-1,0.998549163,1,0.776410699,-1,0.991976321,1,0.992951691,0,0.991976321,0,0.992951691,-1,-1,-1,0.543339489,-1,0.551836313,-1,0.668162051,1,0.398301681,-1,0.487777016,1,0.465703977,0,0.4,1,0.46,-1,0.6,-1,0.4,,,
2025-02-12 17:45:00,163,0.3182,-0.7615,1,0.953441381,-1,0.988390565,1,0.923567832,-1,0.995176196,0,0.923567832,0,0.995176196,-1,-1,-1,0.638328966,-1,0.751882677,-1,0.741744377,-1,0.641659749,-1,0.600644887,-1,0.721659785,-1,0.82,-1,0.84,1,0.6,-1,1.0,,,6078.0
2025-02-12 18:02:00,160,0.7506,0.9721,-1,0.999690056,-1,0.695191801,-1,0.999788463,1,0.957311332,0,0.999788463,0,0.957311332,-1,-1,-1,0.926708114,-1,0.637255119,-1,0.988062976,-1,0.578989519,-1,0.789158994,-1,0.721659785,-1,0.95,-1,0.7,-1,0.8,-1,0.6,-2.25,,6077.75
2025-02-12 18:39:00,162,0.0,0.5499,-1,0.643102288,-1,0.968067646,1,0.86121875,1,0.981914759,0,0.86121875,0,0.981914759,-1,-1,-1,0.678475555,-1,0.761507577,-1,0.725085436,-1,0.632699214,-1,0.665045066,-1,0.721659785,-1,0.79,-1,0.85,-1,0.8,-1,1.0,2.75,6078.0,6084.0
2025-02-12 21:15:00,178,0.0,-0.4767,-1,0.990965486,-1,0.996307731,-1,0.99538523,-1,0.986185789,0,0.99538523,0,0.986185789,-1,-1,-1,0.669029119,-1,0.658385417,-1,0.681929671,-1,0.430151789,-1,0.711717778,-1,0.681791325,-1,0.76,-1,0.74,-1,0.6,-1,0.8,2.5,6081.0,6082.75
2025-02-12 21:15:00,171,0.0,0.9583,1,0.983046234,-1,0.623827934,1,0.996201217,1,0.991752446,0,0.996201217,0,0.991752446,1,-1,-1,0.582716074,-1,0.647029122,-1,0.848425826,-1,0.472440751,0,0.494258866,-1,0.667022513,-1,0.44,-1,0.82,1,0.6,-1,0.8,2.5,6081.0,6082.75
2025-02-12 21:18:00,177,-0.296,-0.2626,1,0.993644476,-1,0.999741614,1,0.826162755,-1,0.99828136,0,0.826162755,0,0.99828136,-1,0,-1,0.72047349,-1,0.495449751,-1,0.891806495,1,0.346029266,-1,0.837382,-1,0.664812271,-1,0.83,-1,0.41,-1,0.8,1,0.6,1.5,6080.5,6083.5
2025-02-12 21:38:00,176,-0.2732,-0.836,-1,0.969952047,-1,0.996238232,1,0.527157366,-1,0.995181859,0,0.527157366,0,0.995181859,-1,-1,-1,0.761219771,-1,0.667020654,-1,0.876698134,-1,0.589329643,-1,0.721659785,-1,0.582424376,-1,1.0,-1,0.73,-1,1.0,-1,1.0,2.0,6082.5,6083.0
2025-02-12 21:39:00,175,0.0018,-0.4215,-1,0.999508739,-1,0.999131978,-1,0.999041617,-1,0.99748683,0,0.999041617,0,0.99748683,-1,-1,-1,0.686035649,-1,0.605541448,-1,0.774463918,-1,0.546793589,-1,0.721659785,-1,0.61722568,-1,0.84,-1,0.5,-1,0.4,-1,0.4,1.75,6082.5,6083.25
2025-02-13 08:57:00,241,-0.34,-0.2204,-1,0.992447734,1,0.558370352,-1,0.9800964,1,0.869889855,0,0.9800964,0,0.869889855,-1,-1,-1,0.832955293,-1,0.720252061,-1,0.888398497,-1,0.502260079,-1,0.804285825,-1,0.684126748,-1,1.0,-1,0.75,-1,1.0,-1,0.8,-0.5,6079.25,6082.25
2025-02-13 10:02:00,223,-0.3818,0.7342,-1,0.982344866,-1,0.748774648,1,0.925874352,1,0.849054456,0,0.925874352,0,0.849054456,-1,-1,-1,0.719945171,-1,0.814504627,-1,0.747260493,-1,0.671256018,-1,0.721659785,-1,0.721659785,-1,0.84,-1,0.87,-1,0.8,-1,1.0,7.75,6081.25,6102.0
2025-02-13 10:42:00,239,-0.2023,0.332,-1,0.999518752,-1,0.999893904,-1,0.999780834,-1,0.999416828,0,0.999780834,0,0.999416828,-1,-1,-1,0.594926395,-1,0.638706872,-1,0.635306969,-1,0.497005082,-1,0.669340785,-1,0.653508963,-1,0.79,-1,0.58,-1,0.6,1,0.6,2.0,6101.5,6108.5
2025-02-13 11:05:00,240,-0.3612,-0.4404,-1,0.998671889,-1,0.999148369,-1,0.999647856,-1,0.997609854,0,0.999647856,0,0.997609854,-1,-1,-1,0.586347106,-1,0.623192249,-1,0.687074047,1,0.459832503,-1,0.696684915,-1,0.696684915,-1,0.77,-1,0.82,-1,0.6,-1,0.6,-4.75,6105.5,6107.75
2025-02-13 13:52:00,238,-0.296,0.3506,-1,0.99513644,-1,0.991174936,1,0.568350673,-1,0.987306595,0,0.568350673,0,0.987306595,-1,-1,-1,0.774760772,-1,0.702113339,-1,0.80986235,-1,0.451734404,-1,0.721659785,-1,0.683532661,-1,0.86,-1,0.58,-1,0.6,-1,0.4,21.5,6099.0,6117.75
2025-02-13 14:00:00,237,0.0,0.5574,1,0.542316318,-1,0.981548488,-1,0.963589132,1,0.987721503,0,0.963589132,0,0.987721503,1,-1,-1,0.585698921,-1,0.53941059,-1,0.658930511,1,0.475632972,-1,0.721659785,1,0.507999381,-1,0.71,-1,0.61,-1,0.6,1,0.6,10.0,6104.5,6121.25
2025-02-13 14:12:00,236,-0.3818,0.4404,-1,0.986497462,-1,0.75753212,-1,0.996704996,-1,0.951360106,0,0.996704996,0,0.951360106,-1,-1,-1,0.94222447,-1,0.745083074,-1,0.996579573,-1,0.852792739,-1,0.721659785,-1,0.700893518,-1,0.889545455,-1,0.82,-1,1.0,-1,0.6,6.5,6109.75,6122.25
2025-02-13 15:07:00,235,-0.2732,0.6908,-1,0.998231232,-1,0.994563401,-1,0.696302235,-1,0.982429981,0,0.696302235,0,0.982429981,-1,-1,-1,0.76314572,-1,0.659059669,-1,0.861837407,-1,0.459117649,-1,0.789158994,-1,0.721659785,-1,0.8,-1,0.78,-1,0.8,-1,0.6,2.0,6127.0,6132.0
2025-02-13 15:23:00,234,-0.4019,0.5267,-1,0.995581806,-1,0.996792495,-1,0.988212526,-1,0.996182382,0,0.988212526,0,0.996182382,-1,-1,-1,0.723322,-1,0.71722996,-1,0.812577589,-1,0.456578481,-1,0.721659785,-1,0.721659785,-1,0.88,-1,0.96,-1,0.8,-1,0.8,-1.0,6131.0,6130.0
2025-02-13 16:00:00,233,0.25,0.9682,1,0.916282058,1,0.842418492,1,0.999017239,-1,0.850715578,0,0.999017239,0,0.850715578,-1,-1,-1,0.726741457,-1,0.614669363,-1,0.733100457,1,0.444720213,-1,0.721659785,-1,0.572686275,-1,0.86,-1,0.63,-1,0.8,-1,0.4,-0.75,6131.5,6131.25
2025-02-13 16:30:00,232,0.3612,-0.6898,1,0.709599197,-1,0.996410191,-1,0.990591228,-1,0.99038142,0,0.990591228,0,0.99038142,-1,-1,-1,0.793523553,-1,0.763963546,-1,0.818453912,-1,0.526862328,-1,0.789158994,-1,0.721659785,-1,0.94,-1,0.95,-1,0.8,-1,0.8,,6131.25,6135.0
2025-02-13 17:00:00,231,-0.2732,-0.7184,-1,0.953526914,-1,0.994333863,-1,0.973121822,-1,0.995068431,0,0.973121822,0,0.995068431,-1,-1,-1,0.789032113,-1,0.699444742,-1,0.890815275,-1,0.468723411,-1,0.721659785,-1,0.703290209,-1,0.89,-1,0.82,-1,0.8,-1,0.6,,6135.0,
