,0
324,Ryanair's Spanish cabin crew unions call off Tuesday strike
325,More U.S. regions see job openings outnumbering jobless
326,"BMW says sold 2.49 million BMW, Mini and Rolls-Royce vehicles in 2018"
327,Exclusive: China's HNA touts assets for sale as funding crunch intensifies
328,Group close to India's ruling party seeks change in patent act after pro-Monsanto court verdict
329,Ghosn's lawyer: Nissan agreed on transfer of currency contracts
330,Lilly makes $8 billion bet on drugs for rare cancers with Loxo Oncology buy
331,Statement by ex-Nissan chairman Carlos Ghosn in Tokyo court
332,SoftBank to invest additional $2 billion in WeWork: sources
333,Venezuela's PDVSA in oil deal with firm part-owned by Florida Republican
334,"Activist Starboard seeks Dollar Tree board changes, disposal"
335,"Major Wall Street players plan exchange to challenge NYSE, Nasdaq"
336,Nvidia says new self-driving platform to hit streets next year
337,"U.S., China can reach trade deal 'we can live with': U.S. Commerce secretary"
338,PG&E shares and bonds plunge on bankruptcy worries
339,Amazon and Netflix push Wall Street higher
340,Karen Peetz to retire from Wells Fargo board
341,Stocks rise on trade talk optimism; rate outlook hits dollar
342,Sears picks liquidator should rescue talks fall through: sources
343,"Oil rises; lifted by OPEC cuts, steadying stock market"
344,Canada auto union head to meet with GM on Tuesday
345,ICBC leads Asian jet lessor buying spree: sources
346,U.S. top court rejects Amgen over cholesterol medication patent fight
347,U.S. top court declines to take up Fiat Chrysler hacking case
348,"Dassault business jet deliveries down, Rafale higher"
349,"U.S., China could settle immediate trade issues: Ross on CNBC"
350,Nucor to set up plate mill in U.S. Midwest for $1.35 billion
351,Daimler to invest $573 million in autonomous trucks
352,Merck loses bid to revive $200 million Gilead verdict at U.S. high court
353,Brazil studying if Boeing-Embraer deal is in its 'ideal form'
354,Credit Suisse settles New York state RMBS lawsuit
355,Ex-Goldman Sachs banker denied bail in Malaysia pending extradition to U.S.
356,Ford plans new wireless tech for cars starting 2022
357,Exclusive: Aston Martin triggers contingency plans for no deal Brexit
358,Huawei sues U.S. firm InterDigital in China over patent practices
359,Tesla CEO Musk breaks ground at Shanghai Gigafactory to launch China push
360,China's Geely sees sales growth evaporating as car market struggles
361,Chinese tech investors flee Silicon Valley as Trump tightens scrutiny
362,Trump: Weakness in China economy gives Beijing incentive for trade deal
363,Assets worth $1 trillion to shift from UK to EU due to Brexit: EY
364,Ex-Nissan chairman Ghosn's lawyers to give news conference Tuesday: FCCJ
365,Huawei launches server chipset as China pushes to cut reliance on imports
366,"Starboard buys stake in Dollar Tree, seeks sale of Family Dollar: WSJ"
367,Apple inks deal with Samsung to distribute iTunes shows on TVs
368,Samsung Electronics braces for profit drop as China slowdown chips away at demand
369,Fund managers hoping for stock rally look to emerging markets
370,"Southeast Asia wary of China's Belt and Road project, skeptical of U.S.: survey"
371,France presses Renault over executive compensation paid via Dutch holding company
372,Mercedes aims to be among top two players to scale autonomous tech: paper
373,South Korea's Celltrion aims to set up China JV within first half of 2019: chairman
374,"Japanese prosecutors want Ghosn to sign confession, says son: paper"
375,German state of Baden-Wuerttemberg sues VW for damages: FAZ
376,Take Five: Be careful out there! World markets themes for the week ahead
377,Nissan's executive Munoz takes leave of absence in wake of Ghosn arrest
378,"Wall St. rebounds on robust jobs report, dovish Powell remarks"
379,"Trump says China woes help U.S. in trade talks, downplays Apple warning"
380,Tesla urges tariff exemption for Chinese-made car computer 'brain'
381,"Samsung, Huawei supply majority of own modem chips, Qualcomm says"
382,Upbeat employment report underscores U.S. economic strength
383,China warnings signal Trump's trade war finally hitting home
384,PG&E seeks to make changes to its board
385,UK pay gap between CEOs and staff widens -lobby group
386,"U.S. jobs data, dovish Fed comments boost equities"
387,Powell tells markets Fed is flexible and aware of risks
388,Instant View: Powell pledges patience; says won't quit if Trump asks
389,Supreme Court to weigh Broadcom bid to end shareholder suit
390,Marriott cuts estimate on size of massive Starwood hack
391,"Court battle, trade war and 5G spell tough 2019 for Apple in China"
392,"Oil rises on China-U.S. talks, gains capped by U.S. fuel build"
393,U.S. judge stands by ruling to limit evidence in Roundup cancer trials
394,Fed Chair Powell says he would not resign if Trump asked
395,Qualcomm kicks off crucial fight with U.S. antitrust regulator
396,Nissan's Ghosn to make first public appearance in seven weeks in court on Tuesday
397,Brazil's Bolsonaro: worried Boeing could own all of Embraer's commercial division
398,Tesla to start delivering Model 3 to China buyers in March
399,Airbus chases aircraft lessors as order race tightens
400,Instant View: U.S. December payrolls surprise big to the upside
401,Ex-Credit Suisse bankers arrested on U.S. charges over Mozambique loans
402,"Celgene, Bristol-Myers set $2.2 billion termination fee for their mega deal"
403,Chinese phone maker Huawei punishes employees for iPhone tweet blunder
404,Qualcomm enforces ban to halt some Apple iPhone sales in Germany
405,China slashes banks' reserve requirements again as growth slows
406,Audits reveal Deutsche Bank's links to tax trade scandal
407,Pioneering Southwest Airlines co-founder Herb Kelleher dies at 87
408,UK consumer lending growth slows to near four-year low as Brexit approaches
409,"German Apple reseller Gravis says still selling iPhones 7, 8"
410,Yen's surge is a red flag for world markets
411,Bristol-Myers to buy Celgene for $74 billion in largest biopharma deal
412,Offices grow 'brains' as companies seek to attract smarter workers
413,U.S. retail vacancies rise marginally in fourth quarter: Reis
414,Apple plunge deepens Warren Buffett's book value woes
415,U.S. judge limits evidence in trial over Roundup cancer claims
416,Detroit Three ready for 2019 rumble over lucrative pickup trucks
417,"Wall Street plunges as factory data, Apple warning fuel slowdown fears"
418,"Instant view: Stocks slammed, Treasury yields fall, yen surges"
419,Delta shares fall 10 percent on lowered outlook; drags down rivals
420,"At Brazil's Petrobras, a 'Chicago Boy' takes the reins"
421,Oil rises in choppy trade as OPEC supply cuts vie with demand worry
422,Apple shares dive; rare revenue warning drags global markets
423,"Petrobras, Brazil government expect to resolve dispute within 100 days: minister"
424,Father and son advised on opposite sides of Bristol-Celgene deal
425,"Reuss, 35-year GM veteran, to succeed Ammann as president"
426,FDIC chair says no concerns about U.S. bank health amid market turmoil
427,Truckmaker Volvo to take $778 million emissions hit
428,Cost to insure Bristol-Myers debt jumps as leverage balloons
429,"UAW sues GM over temporary workers, escalating fight over job cuts"
430,Google shifted $23 billion to tax haven Bermuda in 2017: filing
431,"U.S. factory activity hits two-year low, casts shadow over economy"
432,Major automakers bullish on U.S. market despite rising interest rates
433,Apple sales should pick up when U.S.-China strike trade deal: Trump adviser
434,Apple's warning a bad omen for Wall Street bulls
435,Apple warning shakes European shares as tech stocks tumble
436,Airbus bags new orders as delivery target doubts grow
437,OPEC oil output posts biggest drop since 2017 on Saudi move
438,"Cargill net drops 20 percent, revenues fall as trade fight bites"
439,Nordstrom heir Blake Nordstrom dies at 58
440,Nestle welcomes Indian court ruling in Maggi case
441,"Paying the price: China shoppers, stung by slowdown, take bite out of Apple"
442,Apple cuts sales forecast as China sales weaken; iPhone pricing in focus
443,Coffee startup Luckin plans to overtake Starbucks in China this year
444,U.S. drugmaker J&J's India sales dip 3 percent in 2017/18: filing
445,"Tesla cuts U.S. prices on all vehicles, shares drop"
446,"For Warren Buffett, sinking Apple shares a wish come true"
447,"Teva, Amgen end dispute over generic Cinacalcet HCl tablets"
448,Cathay Pacific makes good on first-class ticket blunder
449,"Wall Street ekes out gain, Apple cuts revenue forecast after the bell"
450,Latin America stockpicker at BlackRock is leaving company
451,S&P 500 futures fall sharply after Apple cuts guidance
452,U.S. fund investors yank most cash from stocks since February: ICI
453,"Global growth worries, higher oil flatten yield curve"
454,"GM sold 200,000 electric vehicles in U.S. by 2018, triggering tax-credit phaseout: source"
455,"Economic concerns boost bonds, yen; Wall Street recovers"
456,"GE drags premier U.S. corporate debt, which posts worst year since 2008"
457,"Oil volatile, ends up 2 percent but demand concerns still weigh"
458,Google wins U.S. approval for new radar-based motion sensor
459,Netflix poaches Activision's Neumann for CFO role
460,Prosecutor drops insider trading case against former Deutsche Boerse CEO
461,"Hyundai flags tough 2019 as U.S., China demand stays slow"
462,Roku to launch subscription video channels business
463,U.S.-China trade war takes toll on global manufacturing
464,UK minister defends giving Brexit ferry contract to company with no ships
465,Bill Gates' nuclear venture hits snag amid U.S. restrictions on China deals: WSJ
466,Big claims strain senior living market for U.S. insurers
467,"China's Didi launches credit, crowdfunding services in diversification push"
468,South Koreans seek Nippon Steel asset seizure in 'forced labor' case
469,Markets start the way they ended
470,China December factory activity shrinks for first time in 19 months: Caixin PMI
471,Fatalities on commercial passenger aircraft rise in 2018
472,"Big banks look to cut back, alter credit card rewards programs: WSJ"
473,Exclusive: Netflix poaches CFO from Activision Blizzard - source
474,"Wall Street rises, limps across the finish line of a turbulent year"
475,"After damaging Reuters report, J&J doubles down on talc safety message"
476,Hertz Global to pay $16 million fine to settle accounting case: SEC
477,"'Pooey Puitton' purse said to irk Louis Vuitton, prompts lawsuit"
478,"Trade optimism lifts stocks, but 2018 ends in red"
479,Oil posts first year of losses since 2015
480,"Tesla has over 3,000 Model 3s left in U.S. inventory: Electrek"
481,Fed Chair Powell's unscripted approach sets up for rocky 2019
482,Trump says 'big progress' on possible China trade deal
483,"U.S. companies repatriate over half a trillion dollars in 2018, but pace slows"
484,Canada Goose's first China store draws eager crowds despite diplomatic headwinds
485,Tokyo court says extends detention of Nissan's Ghosn until Jan 11
486,"China factory activity shrinks for first time in over two years, 2019 looks tougher"
487,China's services activity picks up in December: official PMI
488,"Trade wars cost U.S., China billions of dollars each in 2018"
489,Amazon to expand Whole Foods stores: Wall Street Journal
490,Wall Street may gain Monday but unlikely to mute December losses
491,"Deutsche Bank is strong, has no need for state aid, merger:  chairman"
492,Defensive stocks top 2019 playbooks
493,China willing to work with U.S. to implement Argentina talks agreement: Foreign Ministry
494,Pacific trade pact takes off with tariffs cut in six nations
